url,ref,cor,status,error
https://photo.anselmi.ind.br/cache/Fotos/33506_01_1024.jpg,033506,001,404,
https://photo.anselmi.ind.br/cache/Fotos/25034_977_1024.jpg,025034,977,404,
https://photo.anselmi.ind.br/cache/Fotos/32270_571_1024.jpg,032270,571,404,
https://photo.anselmi.ind.br/cache/Fotos/32270_01_1024.jpg,032270,001,404,
https://photo.anselmi.ind.br/cache/Fotos/699_01_1024.jpg,000699,001,404,
https://photo.anselmi.ind.br/cache/Fotos/33506_C32_1024.jpg,033506,C32,404,
https://photo.anselmi.ind.br/cache/Fotos/103_01_1024.jpg,000103,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/849_01_1024.jpg,000849,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/13870_04_1024.jpg,013870,004,404,
https://photo.anselmi.ind.br/cache/Fotos/899_01_1024.jpg,000899,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/25034_A56_1024.jpg,025034,A56,404,
https://photo.anselmi.ind.br/cache/Fotos/14544_999_1024.jpg,014544,999,404,
https://photo.anselmi.ind.br/cache/Fotos/14544_A38_1024.jpg,014544,A38,404,
https://photo.anselmi.ind.br/cache/Fotos/27963_01_1024.jpg,027963,001,404,
https://photo.anselmi.ind.br/cache/Fotos/14544_B69_1024.jpg,014544,B69,404,
https://photo.anselmi.ind.br/cache/Fotos/25034_658_1024.jpg,025034,658,404,
https://photo.anselmi.ind.br/cache/Fotos/26910_12_1024.jpg,026910,012,404,
https://photo.anselmi.ind.br/cache/Fotos/32572_01_1024.jpg,032572,001,404,
https://photo.anselmi.ind.br/cache/Fotos/26910_10_1024.jpg,026910,010,404,
https://photo.anselmi.ind.br/cache/Fotos/26910_09_1024.jpg,026910,009,404,
https://photo.anselmi.ind.br/cache/Fotos/26910_P37_1024.jpg,026910,P37,404,
https://photo.anselmi.ind.br/cache/Fotos/26910_02_1024.jpg,026910,002,404,
https://photo.anselmi.ind.br/cache/Fotos/26910_11_1024.jpg,026910,011,404,
